stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,5656.97,0,0,0,41.29,0,0,30.97,237.43,474.86
12hpf,5453.61,11.57,3.86,3.86,102.17,9.64,1.93,34.7,321.93,333.5
14hpf,4658,0,13.38,0,50.16,16.72,13.38,10.03,86.94,230.73
16hpf,3597.13,18.46,12.3,10.25,84.08,30.76,22.56,16.41,170.22,426.57
19hpf,5897.66,0,2.19,2.19,13.14,2.19,2.19,2.19,19.7,56.92
24hpf,3924,3,45,30,83,38,17,4,249,182
2dpf,1134.34,3.34,11.68,21.69,63.39,86.74,9.17,4.17,26.69,113.43
3dpf,1591.77,9.19,5.75,1.72,2.3,35.63,1.15,0,1.72,66.66
5dpf,330.77,6.2,10.34,13.44,7.75,82.18,5.69,3.1,14.99,168.49
10dpf,738.61,7.53,9.41,2.51,3.14,25.73,2.51,0,9.41,77.81
