stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.67,0.83,1.67,0,0.83,0.83
3dpf,1.72,0,4.02,1.72,0,0
5dpf,0,0,8.27,0,0.52,0
10dpf,1.26,0,1.26,0,0,0
