stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
3dpf,4.02,0,0,0.57,0,0
5dpf,0,2.07,1.03,5.17,2.07,0.52
10dpf,1.88,17.57,1.88,5.02,0.63,0
