stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,1.67,0,3.34,0,0,0.83,0.83
3dpf,21.26,0,0,1.15,0,0,0
5dpf,1.03,0.52,1.03,2.07,0,0.52,1.03
10dpf,3.77,0,1.26,0,0.63,0,0
