stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
19hpf,0,0,2.19,0,0,0,0,0,0
24hpf,0,0,12,0,0,0,0,0,0
2dpf,0.83,0,27.52,0,0.83,0.83,0.83,0,0.83
3dpf,13.79,0,39.08,0,0,0.57,1.72,0,0
5dpf,0.52,0,51.17,0.52,0,3.1,10.34,0.52,0.52
10dpf,25.73,0.63,67.77,1.26,0,1.88,0.63,0,0
