stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,1,0,0,0,0
2dpf,7.51,0.83,10.01,0,0,0.83,0
3dpf,10.34,0,3.45,1.15,0,0,0
5dpf,2.07,0,23.26,1.03,2.58,0.52,0.52
10dpf,6.9,0.63,16.94,0,0,0,0
