stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0.83,2.5,0.83,0,0,0
3dpf,6.9,0,0.57,1.15,4.02,0,0,0,0.57
5dpf,2.58,2.58,2.07,1.03,4.13,0,0.52,1.03,6.2
10dpf,0.63,0,0.63,0,0.63,0,0,0,0
