stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
3dpf,0.57,0,0,0,0.57,0,1.72
5dpf,0.52,0.52,1.03,0.52,1.55,7.75,6.72
10dpf,1.88,0,0,0,0,3.77,1.88
