stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,1.67,0,0
3dpf,1.72,0,4.6,0,0.57
5dpf,0,0,10.34,0,0.52
10dpf,1.26,1.26,15.06,0.63,0
