stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
24hpf,4,0,0,0,0,0,0,0
2dpf,9.17,0,0,0.83,0.83,4.17,0.83,0.83
3dpf,44.82,0,0,0,0,0.57,0,0
5dpf,2.58,0,0,0,0.52,1.55,0,0
10dpf,19.45,0.63,0.63,0.63,0,2.51,0,0
