stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0.83,0,0,0,0.83,1.67
3dpf,32.18,0,0,4.02,0,0
5dpf,1.03,0.52,0,5.17,0,1.03
10dpf,36.4,0,0.63,1.88,0,0
