stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
12hpf,5.78,0,0,0,0,0,0,0
14hpf,13.38,0,0,0,0,0,0,0
16hpf,24.61,0,0,0,0,2.05,0,2.05
19hpf,21.89,0,0,2.19,0,0,0,2.19
24hpf,8,0,0,0,0,0,0,0
2dpf,36.7,0.83,0,0,0,0,1.67,0.83
3dpf,8.62,1.15,0.57,1.15,0,0,0,0.57
5dpf,20.16,0,0,3.1,0.52,0,0,0.52
10dpf,10.67,0,0,3.77,0,0,0,0
