stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
3dpf,0.57,0,0.57,0.57,0
5dpf,4.13,0,0,0.52,2.07
10dpf,19.45,0.63,1.26,1.88,0
