stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
5dpf,1.03,2.58,0.52,0,1.03,1.03,1.55
10dpf,5.02,1.88,0.63,0.63,8.16,0.63,1.88
