stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,536.79,20.65,30.97,0,206.46,20.65,0,30.97,258.07,412.92
12hpf,1364.85,61.69,36.63,71.33,418.32,107.95,1.93,88.68,730.62,524.35
14hpf,628.65,13.38,80.25,66.88,117.04,107,16.72,20.06,314.32,300.95
16hpf,666.52,32.81,47.17,77.93,264.56,125.1,26.66,30.76,395.81,313.78
19hpf,586.7,4.38,13.14,32.84,98.51,50.35,24.08,4.38,81,280.22
24hpf,546,7,86,65,300,139,60,8,271,174
2dpf,616.38,16.68,56.72,145.96,331.96,615.55,115.1,21.69,242.72,290.26
3dpf,1701.52,41.95,36.2,77,70.68,964.25,28.73,0.57,65.51,112.63
5dpf,218.1,30.49,98.2,159.7,53.23,673.94,44.96,42.38,132.31,474.97
10dpf,613.1,52.71,89.11,94.13,28.24,477.55,18.2,0,56.48,74.05
