stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,0,3.34,0.83
3dpf,3.45,0,0,1.15,0.57
5dpf,0.52,0,0.52,2.58,2.58
10dpf,1.26,1.26,0,0.63,0
