stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme
2dpf,0,0.83,0,0
3dpf,4.6,0,0,0.57
5dpf,1.55,0,0.52,2.07
10dpf,4.39,0,0,0
