stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,15.01
3dpf,0,0,0,0,0,9.77
5dpf,4.65,0.52,0,1.55,1.03,111.64
10dpf,0.63,0,0.63,0.63,0.63,29.49
