stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,3,0,0,0,0
2dpf,0,6.67,0.83,0,0,0
3dpf,0,0,0,0.57,0,0
5dpf,0,23.26,0,0.52,0.52,0.52
10dpf,0.63,12.55,0,0.63,0,0
