stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
12hpf,0,0,0,1.93,0,0,0,0,0
24hpf,1,0,0,0,0,0,0,0,0
2dpf,20.85,0.83,2.5,7.51,15.01,1.67,0,5,5.84
3dpf,44.82,0.57,0.57,0.57,17.24,0.57,0,0,1.15
5dpf,7.75,0.52,5.69,0.52,11.89,1.03,0.52,3.1,4.65
10dpf,14.43,1.26,2.51,1.26,7.53,0,0,1.26,0
