stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,0,0
2dpf,2.5,0,0.83,0,0.83,0,0.83
3dpf,247.67,0,0,0,8.05,0.57,0
5dpf,4.65,0,0.52,0.52,3.1,1.03,3.62
10dpf,82.83,0.63,1.26,0,3.14,0.63,0
