stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,0,0,0,1.67,2.5,0,2.5
3dpf,13.79,0.57,0.57,0,2.3,11.49,0.57,1.15
5dpf,3.1,0,0.52,0,0.52,1.55,6.2,0.52
10dpf,54.6,0,0,0.63,0,1.26,0.63,0
