stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,4.17,0.83,0.83,0
3dpf,20.11,2.87,0,0
5dpf,1.55,1.03,0,0.52
10dpf,4.39,0.63,0,0
