stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,2.5,0,0,0,0.83,0,0.83,0.83
3dpf,54.02,0.57,0,0.57,0,0,0,0
5dpf,1.55,0,0.52,0,2.58,0.52,0,0.52
10dpf,6.9,0,0.63,0,1.26,0,0,0
