stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,1.67,0.83,0,0.83,0.83
3dpf,5.75,0,0,0.57,0
5dpf,11.89,0,0,3.62,0.52
10dpf,6.9,0.63,1.26,3.77,1.26
