stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,periderm
14hpf,0,0,0,3.34
2dpf,0,0,0,5.84
3dpf,0,0,0,1.15
5dpf,0,0.52,0,2.58
10dpf,0.63,0.63,0.63,1.88
