stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,1.67,0,0,0
3dpf,1.15,0,0,0,0,0
5dpf,3.1,0,13.95,0.52,0.52,3.1
10dpf,0.63,0.63,15.69,0,0,2.51
