stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,10.32,0,0,0,0,61.94
12hpf,1.93,3.86,3.86,0,1.93,1.93,0,0,9.64,11.57
14hpf,0,0,6.69,0,16.72,6.69,0,0,3.34,46.81
16hpf,4.1,2.05,2.05,0,24.61,6.15,0,2.05,2.05,59.47
19hpf,0,0,0,0,2.19,6.57,0,0,0,67.86
24hpf,1,0,1,8,6,1,0,0,3,25
2dpf,70.06,1.67,25.02,45.04,36.7,70.9,8.34,1.67,16.68,236.88
3dpf,259.74,8.62,17.81,21.26,16.09,145.39,4.6,0.57,4.6,110.33
5dpf,52.72,18.09,129.21,37.73,9.3,204.66,14.47,16.02,16.02,412.95
10dpf,224.66,7.53,83.46,23.22,10.04,120.49,4.39,1.88,9.41,81.58
