stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,20.65
12hpf,0,0,9.64,0,0,0,0,77.11,0,23.13
14hpf,0,0,3.34,0,0,0,0,23.41,0,13.38
16hpf,2.05,0,0,0,2.05,0,0,8.2,0,24.61
19hpf,4.38,4.38,0,2.19,4.38,0,0,0,0,144.49
24hpf,2,8,16,6,7,2,2,0,2,72
2dpf,114.27,31.69,66.73,55.88,90.91,135.12,32.53,2.5,58.39,477.93
3dpf,201.7,131.02,16.66,22.99,19.54,168.95,5.17,0,11.49,103.44
5dpf,96.65,81.14,114.74,72.87,29.46,241.88,16.54,2.07,36.69,569.03
10dpf,78.44,176.96,36.4,27.61,10.04,133.04,6.9,0,11.92,78.44
