stage,central_nervous_system,endoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0.83,8.34
3dpf,0.57,0,0,0,0
5dpf,0,1.55,4.13,0,0.52
10dpf,1.26,1.88,0,0,0
