stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,0.83,0,0,0,0,0,0
3dpf,1.15,0,5.17,0,0,0.57,0,0.57,0
5dpf,3.62,0.52,12.4,0.52,0.52,4.13,0.52,0,1.03
10dpf,1.88,0,53.97,0,0,0,0.63,0,0.63
