stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
16hpf,0,0,0,4.1,0,0
24hpf,0,0,0,0,0,1
2dpf,0,0,0.83,0,1.67,4.17
3dpf,1.72,0,7.47,0,1.15,4.6
5dpf,0,0.52,20.67,0,1.55,17.57
10dpf,1.26,0.63,31.38,0,0,0
