stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
3dpf,6.32,0,0,0.57,12.64
5dpf,4.13,1.03,0.52,1.55,103.37
10dpf,1.88,0,0,0,1.26
