stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3788.52,51.61,10.32,0,619.38,51.61,0,72.26,1352.31,908.42
12hpf,2750.9,65.54,5.78,102.17,765.32,144.58,7.71,163.86,1297.38,688.21
14hpf,3614.72,26.75,157.16,180.57,832.62,331.04,60.19,70.22,1247.26,896.16
16hpf,2949.08,102.54,287.11,141.51,933.12,350.69,79.98,112.79,1152.56,1119.75
19hpf,5197.12,45.97,142.3,96.32,691.78,326.19,153.24,78.81,481.62,1245.65
24hpf,3244,53,330,88,780,333,134,22,912,546
2dpf,1083.46,46.71,84.24,131.78,678.1,1053.44,145.96,49.21,456.24,389.51
3dpf,2171.58,58.61,58.04,46.55,36.2,648.2,35.63,0,87.35,142.51
5dpf,286.32,38.25,201.05,142.64,85.28,990.76,58.4,80.63,271.85,898.25
10dpf,738.61,111.7,190.77,164.41,65.26,999.66,50.83,2.51,234.07,228.42
