stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,8.34,0.83,0,1.67,0.83,4.17,16.68
3dpf,1.15,0.57,0,1.15,0,0,6.32
5dpf,5.69,4.13,1.55,1.03,0,0,18.61
10dpf,6.9,0.63,0,0.63,0,0,8.79
