stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
10hpf,0,0,0,0,10.32,0,0
2dpf,0.83,0,0,0,0,1.67,0.83
3dpf,3.45,0.57,0,0,1.15,0,1.15
5dpf,3.62,0.52,2.07,3.1,2.07,0,1.55
10dpf,0.63,0,0.63,3.14,0.63,0,1.26
