stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3592.38,51.61,10.32,0,712.28,41.29,0,103.23,1672.32,1083.91
12hpf,4879.14,144.58,21.21,150.36,1125.81,208.2,13.49,279.52,2166.79,1405.33
14hpf,2778.75,43.47,177.22,250.79,652.05,321.01,53.5,73.56,1230.54,1033.25
16hpf,2036.46,96.39,188.68,186.62,738.29,295.32,79.98,102.54,1006.95,943.38
19hpf,3128.34,32.84,67.86,135.73,499.13,190.46,131.35,45.97,424.7,845.03
24hpf,1911,36,212,129,556,260,136,15,799,386
2dpf,1134.34,35.03,85.08,155.97,557.16,1040.09,145.13,24.19,387.01,402.86
3dpf,2838.75,59.19,67.81,65.51,72.41,878.63,37.93,0,91.37,173.54
5dpf,363.33,59.44,202.08,201.05,100.26,1043.99,70.29,72.36,282.71,863.1
10dpf,1401.28,106.68,232.81,185.75,87.23,1418.85,60.87,3.14,268.58,210.22
