stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,123.88,0,0,0,30.97,0,0,0,0,0
12hpf,345.07,3.86,0,0,65.54,0,0,0,5.78,1.93
14hpf,224.04,0,0,150.47,13.38,0,0,0,0,23.41
16hpf,289.17,4.1,0,71.78,8.2,0,0,0,2.05,47.17
19hpf,234.24,2.19,0,48.16,2.19,0,0,0,0,15.32
24hpf,217,2,0,4,1,1,1,2,15,10
2dpf,408.7,5.84,0.83,30.86,5.84,20.02,1.67,0,9.17,11.68
3dpf,128.72,1.15,1.72,17.81,0,2.87,0,0,0.57,3.45
5dpf,194.84,0.52,1.03,37.73,0.52,10.34,0.52,1.03,3.1,4.65
10dpf,119.86,3.14,0,43.3,0,8.16,0,0,2.51,0.63
