stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,82.58,0,0
12hpf,5.78,1.93,0,0,9.64,11.57,0,227.47,7.71,1.93
14hpf,0,0,0,0,3.34,13.38,0,96.97,0,26.75
16hpf,6.15,12.3,84.08,4.1,14.36,20.51,4.1,135.35,6.15,184.57
19hpf,13.14,0,2.19,2.19,6.57,13.14,0,52.54,0,155.43
24hpf,11,7,7,13,68,56,1,22,48,115
2dpf,160.98,0.83,16.68,34.2,244.38,732.32,46.71,49.21,183.5,292.76
3dpf,74.13,8.62,6.9,10.92,29.88,490.17,14.94,0,22.99,30.46
5dpf,47.55,8.79,24.81,26.88,17.57,299.76,23.77,31.01,36.18,135.41
10dpf,101.03,8.16,11.92,6.28,5.02,53.34,6.28,1.26,3.77,23.85
