stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,5,0,0.83,2.5,2.5,0
3dpf,146.53,0,0,6.32,0,0
5dpf,2.58,0,1.55,4.13,1.03,0.52
10dpf,37.65,0.63,0.63,2.51,0,0
