stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,2580.74,10.32,10.32,0,598.73,61.94,0,20.65,980.68,578.08
12hpf,4501.3,75.18,0,88.68,1073.76,179.28,11.57,133.01,1734.98,1085.32
14hpf,3407.4,26.75,73.56,86.94,524.99,203.98,50.16,40.13,745.68,451.42
16hpf,2961.38,84.08,125.1,71.78,732.14,311.72,86.13,82.03,705.48,705.48
19hpf,3325.37,17.51,39.41,13.14,345.89,157.62,17.51,2.19,153.24,238.62
24hpf,3132,26,198,55,602,246,49,8,213,259
2dpf,593.86,18.35,26.69,39.2,377.84,432.89,52.55,4.17,124.28,172.65
3dpf,1150.44,19.54,13.79,21.84,28.16,406.85,19.54,0,44.25,70.11
5dpf,233.61,11.89,85.79,54.78,71.32,510.11,32.04,16.54,109.05,224.82
10dpf,367.73,12.55,47.69,25.1,13.18,250.39,18.83,0.63,31.38,26.98
