stage,central_nervous_system,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,2.5,0,0,0.83
3dpf,19.54,0.57,0.57,0
5dpf,1.03,1.03,0.52,0
10dpf,5.02,1.88,0,0
