stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,0,0,2.05
24hpf,0,0,10,0,0,0,0,0,1
2dpf,3.34,0,9.17,0,1.67,4.17,0.83,0.83,14.18
3dpf,23.56,1.15,31.61,0.57,0.57,6.32,0,0,4.02
5dpf,3.62,3.1,98.2,3.1,0,14.47,1.03,2.58,35.66
10dpf,10.04,3.14,114.84,1.88,0.63,2.51,0,0.63,13.18
