stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,33.36,0,0.83,0,0.83,1.67
3dpf,20.11,0,0,0.57,1.72,0,0,0
5dpf,3.62,0,92.51,1.03,5.69,1.55,1.03,2.58
10dpf,41.42,3.77,84.09,2.51,4.39,3.77,0.63,1.26
