stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
16hpf,0,0,0,0,0,0,2.05
24hpf,0,0,1,0,0,0,0
2dpf,2.5,0,0.83,0,2.5,0.83,12.51
3dpf,0.57,2.87,0,0.57,0,0,16.09
5dpf,2.58,3.1,2.07,0.52,1.55,0.52,82.69
10dpf,0.63,2.51,0,0,1.88,0.63,11.3
