stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,20.65,0,20.65,0,20.65,0,0,0,103.23,30.97
12hpf,302.66,19.28,32.77,26.99,96.39,30.84,1.93,104.1,420.25,117.59
14hpf,103.66,3.34,107,70.22,56.85,63.53,3.34,3.34,153.82,50.16
16hpf,1310.47,112.79,348.64,221.49,721.89,258.4,69.73,102.54,1050.02,568.08
19hpf,737.76,6.57,122.59,96.32,162,78.81,118.22,6.57,153.24,197.03
24hpf,1275,8,780,53,169,155,195,5,240,157
2dpf,841.58,24.19,63.39,63.39,216.03,394.52,117.6,8.34,135.95,149.3
3dpf,2588.78,21.26,55.17,32.75,24.71,439.03,12.07,0,26.43,54.02
5dpf,788.16,84.76,228.44,370.05,163.32,1955.16,135.41,135.93,255.31,808.32
10dpf,1643.51,94.13,101.03,176.96,63.38,1106.34,44.55,2.51,85.97,82.83
