stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,2.5,1.67,0,0,0.83,0.83,26.69
3dpf,0,2.3,1.15,9.19,0,0,5.17
5dpf,1.03,8.79,3.1,5.69,0.52,1.55,37.21
10dpf,0.63,7.53,5.02,1.88,0,1.26,15.06
