stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,0,0,0,1.67,1.67
3dpf,40.23,0,0.57,1.15,0
5dpf,0,0,0,5.17,0
10dpf,16.32,0.63,0,1.26,0.63
