stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1073.59,51.61,20.65,0,247.75,10.32,0,41.29,320.01,423.24
12hpf,1455.45,75.18,13.49,69.4,323.86,61.69,5.78,106.03,472.3,454.95
14hpf,1167.01,13.38,56.85,76.91,160.51,123.72,20.06,23.41,240.76,344.42
16hpf,1548.37,63.58,104.59,121,410.16,213.29,36.91,77.93,510.65,668.57
19hpf,2009.67,10.95,30.65,78.81,232.05,116.03,61.3,8.76,91.95,378.73
24hpf,1137,8,41,72,205,120,79,6,184,154
2dpf,935,17.52,55.05,99.26,385.34,766.52,96.75,12.51,253.56,352.81
3dpf,2024.47,48.84,28.73,47.7,35.05,479.25,25.28,0,43.1,139.64
5dpf,160.22,29.98,96.65,67.7,43.41,348.86,39.8,19.64,92.51,398.99
10dpf,257.29,61.5,45.81,38.28,14.43,198.3,9.41,0.63,30.75,58.36
