stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
3dpf,0.57,0,0,0,0,0
5dpf,0.52,1.03,0.52,3.1,0.52,1.55
10dpf,1.88,0,0,0,0,0
