stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.83,0.83,0.83
3dpf,4.6,0,0.57,0,1.72,0
5dpf,0.52,0,10.34,0.52,2.07,0.52
10dpf,5.65,1.26,95.39,1.26,4.39,1.88
