stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0.83,0,1.67
3dpf,0,0,0,0,0,1.15
5dpf,0.52,0.52,0.52,0,1.03,9.82
10dpf,0.63,0,0,0,0,3.14
