stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0.83,0.83,0.83,0.83,0.83
3dpf,2.3,0,0,0,0
10dpf,0,0,0,0.63,0
