stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,2,0,0,0,0
2dpf,0,2.5,0,0,0,0
3dpf,1.72,4.02,4.6,0.57,0,3.45
5dpf,1.03,4.65,4.13,15.5,2.07,25.84
10dpf,1.26,5.02,4.39,2.51,0.63,8.79
