stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0.83
3dpf,14.37,0,0,0.57
5dpf,0.52,0.52,0.52,6.2
10dpf,12.55,0,0.63,1.26
