stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,6.67,0,0,1.67,0,0.83,0.83
3dpf,6.32,0.57,0,1.72,1.72,0.57,1.15
5dpf,13.95,0,0,1.03,1.03,0.52,3.1
10dpf,6.9,0,0.63,2.51,1.26,0,0
