stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0.83,5.84,0,0,0.83
3dpf,28.73,0,0,2.87,0.57,0,0
5dpf,1.55,0.52,0,3.62,1.03,0.52,1.03
10dpf,4.39,0.63,0,1.26,0,0.63,0.63
