stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1187.14,20.65,30.97,0,196.14,10.32,0,0,247.75,206.46
12hpf,1364.85,32.77,34.7,21.21,287.23,42.41,0,19.28,352.78,321.93
14hpf,702.21,0,50.16,26.75,80.25,20.06,0,6.69,103.66,103.66
16hpf,568.08,43.07,10.25,22.56,127.15,73.83,6.15,10.25,137.4,116.9
19hpf,529.78,4.38,2.19,2.19,19.7,17.51,4.38,2.19,6.57,39.41
24hpf,341,6,11,12,80,32,6,1,33,25
2dpf,356.98,10.01,18.35,34.2,200.18,290.26,37.53,3.34,76.73,111.77
3dpf,1020.57,8.05,7.47,8.05,18.39,183.31,10.34,0,20.11,27.58
5dpf,91.48,4.65,23.77,22.74,23.77,166.94,11.89,7.75,42.38,104.4
10dpf,213.99,6.9,22.59,15.06,5.02,106.68,10.67,0,11.92,19.45
