stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,2.5,0,0,0,0,0,0,0.83
3dpf,27.58,0.57,0.57,0.57,4.02,0,0,0
5dpf,1.03,0,1.03,0,1.03,0,1.03,2.07
10dpf,16.94,0,1.26,0,3.77,0.63,0,0.63
