stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,41.29,0,0,0,0,0,0,0,0,10.32
12hpf,40.48,5.78,1.93,1.93,3.86,3.86,0,5.78,11.57,19.28
14hpf,33.44,0,6.69,13.38,13.38,0,0,0,23.41,33.44
16hpf,34.86,0,8.2,4.1,14.36,8.2,0,2.05,8.2,14.36
19hpf,21.89,0,0,2.19,4.38,0,0,0,0,4.38
24hpf,21,0,1,1,11,1,2,0,11,4
2dpf,140.96,2.5,10.84,22.52,76.73,125.11,26.69,1.67,45.87,78.4
3dpf,570.05,9.19,7.47,17.24,18.39,209.17,9.77,0,13.22,45.4
5dpf,58.4,6.72,29.46,36.69,12.4,152.98,17.06,4.65,32.56,135.93
10dpf,287.41,31.38,33.26,46.44,21.96,225.91,15.06,0,55.22,57.11
