stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0.83,0,0
3dpf,31.61,0,0,0,0,0
5dpf,4.13,0.52,0.52,3.1,2.07,1.55
10dpf,34.51,0,0.63,2.51,0,0.63
