stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
24hpf,1,0,0,0,0,0,0,0
2dpf,25.86,0.83,3.34,0,4.17,3.34,0.83,1.67
3dpf,15.52,0.57,1.15,0,8.05,0,0,1.15
5dpf,17.57,3.62,3.1,1.03,6.2,0,0.52,10.85
10dpf,10.04,1.88,3.14,0,12.55,0,1.26,0.63
