stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,5.84,1.67,5,8.34,0.83,0,2.5,1.67
3dpf,5.17,0,0,1.15,0,0,0,0
5dpf,2.07,0.52,0,5.69,1.03,0.52,0,2.58
10dpf,1.26,0,0,1.88,0,0,0,0
