stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0,1.67,0,0,0
3dpf,0.57,2.3,0,1.72,0
5dpf,0.52,0.52,0,1.55,0.52
10dpf,0.63,18.2,0.63,1.88,0
